Micron BGA codes

D9HVB    MT18VDDF12872LDY-335F1
D9WSJ    MT53E128M16D1DS-046 AAT:A
D9WSG    MT53E128M16D1DS-046 AIT:A
D9WXT    MT53E128M16D1DS-046 WT:A
Z9WTB    MT53E128M16D1DS-053 AAT ES:A
D9WSK    MT53E128M16D1DS-053 AAT:A
Z9WXQ    MT53E128M16D1DS-053 AIT MS:A
D9WSH    MT53E128M16D1DS-053 AIT:A
D9WXV    MT53E128M16D1DS-053 WT:A
D9WTL    MT53E128M16D1Z19MWC1
D9WTM    MT53E128M16D1Z19MWC2
Z9WSV    MT53E128M32D2DS-046 AAT ES:A
D9WSB    MT53E128M32D2DS-046 AAT:A
D9WRX    MT53E128M32D2DS-046 AIT:A
D9WSD    MT53E128M32D2DS-046 AUT:A
D9WXR    MT53E128M32D2DS-046 WT:A
Z9WSW    MT53E128M32D2DS-053 AAT ES:A
D9WSC    MT53E128M32D2DS-053 AAT:A
Z9WXN    MT53E128M32D2DS-053 AIT MS:A
D9WRZ    MT53E128M32D2DS-053 AIT:A
D9WSF    MT53E128M32D2DS-053 AUT:A
D9WXS    MT53E128M32D2DS-053 WT:A
Z9WXM    MT53E1DBDS-DC
D9WLQ    MT53E1G32D4NQ-046 WT:E
D9WLN    MT53E1G32D4NQ-053 WT:E
D9WLH    MT53E1G64D8NW-046 WT:E
D9WLF    MT53E1G64D8NW-053 WT:E
Z9XGH    MT53E256M16D1DS-046 AAT ES:B
D9XFV    MT53E256M16D1DS-046 AAT:B
D9XFW    MT53E256M16D1DS-046 WT:B
Z9WQQ    MT53E256M32D2DS-046 AAT ES:B
D9WQR    MT53E256M32D2DS-046 AAT:B
D9WQS    MT53E256M32D2DS-046 AIT:B
D9WQT    MT53E256M32D2DS-046 AUT:B
D9XGK    MT53E256M32D2DS-046 IT:B
Z9WQV    MT53E256M32D2DS-053 AAT ES:B
D9WQW    MT53E256M32D2DS-053 AAT:B
D9WQX    MT53E256M32D2DS-053 AIT:B
D9WQZ    MT53E256M32D2DS-053 AUT:B
Z9WVM    MT53E256M32D2DS-053 WT ES:B
D9WRB    MT53E256M32D2DS-053 WT:B
D9XFP    MT53E256M64D4NZ-053 WT ES:B
D9XFN    MT53E256M64D4NZ-053 WT:B
Z9WWJ    MT53E2DADS-DC
Z9XGD    MT53E2DBDS-DC
Z9WXL    MT53E2DCDS-DC
Z9WXJ    MT53E2DDDS-DC
D9WLV    MT53E2G32D8QD-046 WT:E
D9WLS    MT53E2G32D8QD-053 WT:E
Z9WRC    MT53E384M32D2DS-046 AAT ES:E
D9WRD    MT53E384M32D2DS-046 AAT:E
D9WRF    MT53E384M32D2DS-046 AIT:E
D9WRG    MT53E384M32D2DS-046 AUT:E
D9WRH    MT53E384M32D2DS-046 WT:E
Z9WRJ    MT53E384M32D2DS-053 AAT ES:E
D9WRK    MT53E384M32D2DS-053 AAT:E
D9WRL    MT53E384M32D2DS-053 AIT:E
D9WRM    MT53E384M32D2DS-053 AUT:E
D9WRN    MT53E384M32D2DS-053 WT:E
Z9WXK    MT53E4DADT-DC
Z9XFX    MT53E4DANZ-DC
D9WGB    MT53E512M32D2NP-046 WT:E
Z9WVP    MT53E512M32D2NP-053 WT ES:E
D9WVN    MT53E512M32D2NP-053 WT:E
D9WLC    MT53E512M64D4NW-046 WT:E
D9WKZ    MT53E512M64D4NW-053 WT:E
Z9WSX    MT53E768M32D4DT-046 AAT ES:E
D9WRT    MT53E768M32D4DT-046 AAT:E
D9WRR    MT53E768M32D4DT-046 AIT:E
D9WRP    MT53E768M32D4DT-046 WT:E
Z9WSZ    MT53E768M32D4DT-053 AAT ES:E
D9WRV    MT53E768M32D4DT-053 AAT:E
D9WRS    MT53E768M32D4DT-053 AIT:E
D9WRQ    MT53E768M32D4DT-053 WT:E
SBNFM    MT54V1MH18AF-10
XBNFM    MT54V1MH18AF-10 ES
SBNFG    MT54V1MH18AF-5
SBNFH    MT54V1MH18AF-6
XBNFH    MT54V1MH18AF-6 ES
SBNFK    MT54V1MH18AF-7.5
XBNFK    MT54V1MH18AF-7.5 ES
SCNFM    MT54V1MH18EF-10
XCKFG    MT54V1MH18EF-5 ES
SCNFH    MT54V1MH18EF-6
XCNFH    MT54V1MH18EF-6 ES
SCNFK    MT54V1MH18EF-7.5
XCNFK    MT54V1MH18EF-7.5 ES
SBRPM    MT54V1MH36AF-10
SBRPG    MT54V1MH36AF-5
SBRPH    MT54V1MH36AF-6
XBRPH    MT54V1MH36AF-6 ES
SBRPK    MT54V1MH36AF-7.5
SCRPM    MT54V1MH36EF-10
SCRPH    MT54V1MH36EF-6
SCRPK    MT54V1MH36EF-7.5
SBRFM    MT54V2MH18AF-10
SBRFG    MT54V2MH18AF-5
SBRFH    MT54V2MH18AF-6
SBRFK    MT54V2MH18AF-7.5
SCRFM    MT54V2MH18EF-10
SCRFH    MT54V2MH18EF-6
SCRFK    MT54V2MH18EF-7.5
MBKFX    MT54V512H18AF-0 MS
SBKFM    MT54V512H18AF-10
XBKFM    MT54V512H18AF-10 ES
SBKFD    MT54V512H18AF-4
SBKFG    MT54V512H18AF-5
SBKFH    MT54V512H18AF-6
SBKFS    MT54V512H18AF-6 C
XBKFH    MT54V512H18AF-6 ES
SBKFK    MT54V512H18AF-7.5
XBKFK    MT54V512H18AF-7.5 ES
MBKF     MT54V512H18AF-MS
SSKFG    MT54V512H18E1F-5
SCKFQ    MT54V512H18EF-10
XCKFQ    MT54V512H18EF-10 ES
SCKFD    MT54V512H18EF-4
SCKFG    MT54V512H18EF-5
SCKFH    MT54V512H18EF-6
SCKFS    MT54V512H18EF-6 C
XCKFH    MT54V512H18EF-6 ES
SCKFK    MT54V512H18EF-7.5
XCKFK    MT54V512H18EF-7.5 ES
SBNPM    MT54V512H36AF-10
SBNPH    MT54V512H36AF-6
XBNPH    MT54V512H36AF-6 ES
SBNPK    MT54V512H36AF-7.5
XBNPK    MT54V512H36AF-7.5 ES
SCNPM    MT54V512H36EF-10
SCNPG    MT54V512H36EF-5
XCNPG    MT54V512H36EF-5 ES
SCNPH    MT54V512H36EF-6
XCNPH    MT54V512H36EF-6 ES
SCNPK    MT54V512H36EF-7.5
XCNPK    MT54V512H36EF-7.5 ES
MLPFX    MT54W1MH18AF-0 MS
SPPFD    MT54W1MH18BF-4
SPPFG    MT54W1MH18BF-5
XPPFG    MT54W1MH18BF-5 ES
SPPFH    MT54W1MH18BF-6
XPPFH    MT54W1MH18BF-6 ES
SPPFK    MT54W1MH18BF-7.5
XPPFK    MT54W1MH18BF-7.5 ES
SQPFB    MT54W1MH18JF-3
SQPFC    MT54W1MH18JF-3.3
SQPFD    MT54W1MH18JF-4
SQPFT    MT54W1MH18JF-4 C
XQPFD    MT54W1MH18JF-4 ES
SQPFY    MT54W1MH18JF-4 Y
XQPFY    MT54W1MH18JF-4 Y ES
SQPFG    MT54W1MH18JF-5
XQPFG    MT54W1MH18JF-5 ES
SQPFH    MT54W1MH18JF-6
SQPFS    MT54W1MH18JF-6 C
XQPFH    MT54W1MH18JF-6 ES
SQPFK    MT54W1MH18JF-7.5
XQPFK    MT54W1MH18JF-7.5 ES
SPSPG    MT54W1MH36BF-5
XPSPG    MT54W1MH36BF-5 ES
SPSPH    MT54W1MH36BF-6
XPSPH    MT54W1MH36BF-6 ES
SPSPK    MT54W1MH36BF-7.5
XPSPK    MT54W1MH36BF-7.5 ES
SQSPG    MT54W1MH36JF-5
XQSPG    MT54W1MH36JF-5 ES
SQSPH    MT54W1MH36JF-6
SPSWD    MT54W2MH18BF-4
SPSFG    MT54W2MH18BF-5
XPSFG    MT54W2MH18BF-5 ES
SPSFH    MT54W2MH18BF-6
XPSFH    MT54W2MH18BF-6 ES
SQSFD    MT54W2MH18JF-4
XQSFD    MT54W2MH18JF-4 ES
SQSFG    MT54W2MH18JF-5
SQSFH    MT54W2MH18JF-6
SPPVD    MT54W2MH8BF-4
SPPVG    MT54W2MH8BF-5
SPPVH    MT54W2MH8BF-6
SPPVK    MT54W2MH8BF-7.5
XPPVK    MT54W2MH8BF-7.5 ES
SQPVB    MT54W2MH8JF-3
SQPVC    MT54W2MH8JF-3.3
SQPVD    MT54W2MH8JF-4
XQPVD    MT54W2MH8JF-4 ES
SQPVY    MT54W2MH8JF-4 Y
XQPVY    MT54W2MH8JF-4 Y ES
SQPVG    MT54W2MH8JF-5
SQPVH    MT54W2MH8JF-6
SQPVK    MT54W2MH8JF-7.5
SPSVG    MT54W4MH8BF-5
SPSVH    MT54W4MH8BF-6
SQSVD    MT54W4MH8JF-4
XQSVD    MT54W4MH8JF-4 ES
SQSVG    MT54W4MH8JF-5
SQSVH    MT54W4MH8JF-6
SPSWG    MT54W4MH9BF-5
XPSWG    MT54W4MH9BF-5 ES
SPSWH    MT54W4MH9BF-6
SQSWD    MT54W4MH9JF-4
XQSWD    MT54W4MH9JF-4 ES
SQSWG    MT54W4MH9JF-5
SQSWH    MT54W4MH9JF-6
SPPPD    MT54W512H36BF-4
SPPPG    MT54W512H36BF-5
SPPPH    MT54W512H36BF-6
SPPPS    MT54W512H36BF-6 C
XPPPH    MT54W512H36BF-6 ES
SPPPK    MT54W512H36BF-7.5
XPPPK    MT54W512H36BF-7.5 ES
SQPPB    MT54W512H36JF-3
SQPPC    MT54W512H36JF-3.3
SQPPD    MT54W512H36JF-4
SQPPG    MT54W512H36JF-5
XQPPG    MT54W512H36JF-5 ES
SQPPH    MT54W512H36JF-6
XQPPH    MT54W512H36JF-6 ES
SQPPK    MT54W512H36JF-7.5
XQPPK    MT54W512H36JF-7.5 ES
Z9RWT    MT55DCSB-E6LA:A
Z9RQS    MT55JA04808AA10SB-125ACE:A
D9RQR    MT55JA04808AA10SB-125ACP:A
Z9VGN    MT55JA04808AASB-18707ACE:A
D9VGK    MT55JA04808AASB-18707ACP:A
Z9VGM    MT55JA04808AASB-18710ACE:A
D9VGJ    MT55JA04808AASB-18710ACP:A
Z9VGL    MT55JA04808AASB-18715ACE:A
D9VGH    MT55JA04808AASB-18715ACP:A
Z9TRW    MT55JA04808AASB-187E08ACE:A
Z9TRX    MT55JA04808AASB-187E10ACE:A
Z9VJW    MT55JA04808AASB-2515ACE:A
D9VJV    MT55JA04808AASB-2515ACP:A
Z9RPQ    MT55JA48K08AA10SB-125ITES:A
SJBBM    MT55L128L18P1F-10
TKFGP    MT55L128L32F1F-12 IT
SJFGM    MT55L128L32P1F-10
SJFGK    MT55L128L32P1F-7.5
SKFLM    MT55L128L36F1F-10
SJFLM    MT55L128L36P1F-10
SJFLK    MT55L128L36P1F-7.5
SJFMH    MT55L128V36P1F-6
XJFMH    MT55L128V36P1F-6 ES
SJFMK    MT55L128V36P1F-7.5
SKMDM    MT55L1MY18FF-10
XKMDM    MT55L1MY18FF-10 ES
SKMDN    MT55L1MY18FF-11
XKMDN    MT55L1MY18FF-11 ES
SKMDP    MT55L1MY18FF-12
XKMDP    MT55L1MY18FF-12 ES
SJMDM    MT55L1MY18PF-10
XJMDM    MT55L1MY18PF-10 ES
SJMDH    MT55L1MY18PF-6
SJMDK    MT55L1MY18PF-7.5
XJMDK    MT55L1MY18PF-7.5 ES
SKQJM    MT55L1MY32FF-10
SKQJN    MT55L1MY32FF-11
SKQJR    MT55L1MY32FF-8.8
SJQJM    MT55L1MY32PF-10
SJQJG    MT55L1MY32PF-5
SJQJH    MT55L1MY32PF-6
SJQJK    MT55L1MY32PF-7.5
SKQNM    MT55L1MY36FF-10
SKQNN    MT55L1MY36FF-11
SKQNR    MT55L1MY36FF-8.8
SJQNM    MT55L1MY36PF-10
SJQNG    MT55L1MY36PF-5
SJQNH    MT55L1MY36PF-6
SJQNK    MT55L1MY36PF-7.5
SKFBM    MT55L256L18F1F-10
XKFBM    MT55L256L18F1F-10 ES
SKFBN    MT55L256L18F1F-11
SJFBM    MT55L256L18P1F-10
SJFBH    MT55L256L18P1F-6
SJFBK    MT55L256L18P1F-7.5
XJFBK    MT55L256L18P1F-7.5 ES
TJFBK    MT55L256L18P1F-7.5 IT
SKJGM    MT55L256L32FF-10
XKJGQ    MT55L256L32FF-10 ES
SKJGN    MT55L256L32FF-11
SKJGP    MT55L256L32FF-12
XKJGP    MT55L256L32FF-12 ES
SJJGM    MT55L256L32PF-10
SJJGH    MT55L256L32PF-6
SJJGK    MT55L256L32PF-7.5
XJJGK    MT55L256L32PF-7.5 ES
SKJLM    MT55L256L36FF-10
XKJLM    MT55L256L36FF-10 ES
SKJLN    MT55L256L36FF-11
TKJLN    MT55L256L36FF-11 IT
SKJLP    MT55L256L36FF-12
TKJLP    MT55L256L36FF-12 IT
SJJLM    MT55L256L36PF-10
SJJLH    MT55L256L36PF-6
XJJLH    MT55L256L36PF-6 ES
SJJLK    MT55L256L36PF-7.5
TJJLK    MT55L256L36PF-7.5 IT
SKJHM    MT55L256V32FF-10
XJJHQ    MT55L256V32FF-10 ES
SKJHN    MT55L256V32FF-11
SKJHP    MT55L256V32FF-12
XKJHP    MT55L256V32FF-12 ES
SJJHM    MT55L256V32PF-10
SJJHH    MT55L256V32PF-6
SJJHK    MT55L256V32PF-7.5
SKJMM    MT55L256V36FF-10
XKJMQ    MT55L256V36FF-10 ES
SKJMN    MT55L256V36FF-11
SKJMP    MT55L256V36FF-12
SJJMM    MT55L256V36PF-10
SJJMH    MT55L256V36PF-6
XJJMH    MT55L256V36PF-6 ES
SJJMQ    MT55L256V36PF-6.7
XJJMQ    MT55L256V36PF-6.7 ES
SJJMK    MT55L256V36PF-7.5
XJJMK    MT55L256V36PF-7.5 ES
SKQDM    MT55L2MY18FF-10
SKQDN    MT55L2MY18FF-11
SKQDR    MT55L2MY18FF-8.8
SJQDM    MT55L2MY18PF-10
SJQDG    MT55L2MY18PF-5
SJQDH    MT55L2MY18PF-6
SJQDK    MT55L2MY18PF-7.5
XJQDK    MT55L2MY18PF-7.5 ES
MJQDZ    MT55L2MY18PF-MS
SKJBM    MT55L512L18FF-10
XKJBM    MT55L512L18FF-10 ES
SKJBN    MT55L512L18FF-11
XKJBN    MT55L512L18FF-11 ES
SKJBP    MT55L512L18FF-12
XKJBP    MT55L512L18FF-12 ES
TKJBP    MT55L512L18FF-12 IT
SJJBM    MT55L512L18PF-10
TJJBM    MT55L512L18PF-10 IT
SJJBH    MT55L512L18PF-6
SJJBK    MT55L512L18PF-7.5
SKJCM    MT55L512V18FF-10
SKJCN    MT55L512V18FF-11
SKJCP    MT55L512V18FF-12
SJJCM    MT55L512V18PF-10
SJJCH    MT55L512V18PF-6
SJJCK    MT55L512V18PF-7.5
SKMJM    MT55L512Y32FF-10
XKMJM    MT55L512Y32FF-10 ES
SKJJN    MT55L512Y32FF-11
XKJJN    MT55L512Y32FF-11 ES
SKJJP    MT55L512Y32FF-12
SJMJM    MT55L512Y32PF-10
XJMJM    MT55L512Y32PF-10 ES
SJMJH    MT55L512Y32PF-6
XJMJH    MT55L512Y32PF-6 ES
SJMJK    MT55L512Y32PF-7.5
SKMNM    MT55L512Y36FF-10
XKMNM    MT55L512Y36FF-10 ES
SKMNN    MT55L512Y36FF-11
XKMNN    MT55L512Y36FF-11 ES
TKMNN    MT55L512Y36FF-11 IT
SKMNP    MT55L512Y36FF-12
XKMNP    MT55L512Y36FF-12 ES
SKMNR    MT55L512Y36FF-8.8
XKMNR    MT55L512Y36FF-8.8 ES
SJMNM    MT55L512Y36PF-10
XJMNM    MT55L512Y36PF-10 ES
SJMNH    MT55L512Y36PF-6
XJMNH    MT55L512Y36PF-6 ES
SJMNK    MT55L512Y36PF-7.5
XJMNK    MT55L512Y36PF-7.5 ES
MJMN     MT55L512Y36PF-MS
SJBLM    MT55L64L36P1F-10
SKNCM    MT55V1MV18FF-10
SKNCN    MT55V1MV18FF-11
SKNCP    MT55V1MV18FF-12
SJNCM    MT55V1MV18PF-10
SJNCH    MT55V1MV18PF-6
XJNCH    MT55V1MV18PF-6 ES
SJNCK    MT55V1MV18PF-7.5
SKRHM    MT55V1MV32FF-10
SKRHN    MT55V1MV32FF-11
SKRHR    MT55V1MV32FF-8.8
SJRHM    MT55V1MV32PF-10
SJRHG    MT55V1MV32PF-5
SJRHH    MT55V1MV32PF-6
SJRHK    MT55V1MV32PF-7.5
SKRMM    MT55V1MV36FF-10
SKRMN    MT55V1MV36FF-11
SKRMR    MT55V1MV36FF-8.8
SJRMM    MT55V1MV36PF-10
SKRMG    MT55V1MV36PF-5
SKRMH    MT55V1MV36PF-6
SJRMK    MT55V1MV36PF-7.5
SKRCM    MT55V2MV18FF-10
SKRCN    MT55V2MV18FF-11
SKRCR    MT55V2MV18FF-8.8
SJRCM    MT55V2MV18PF-10
SJRCG    MT55V2MV18PF-5
SJRCH    MT55V2MV18PF-6
SJRCK    MT55V2MV18PF-7.5
SKNHM    MT55V512V32FF-10
XKNHM    MT55V512V32FF-10 ES
SKNHN    MT55V512V32FF-11
SKNHB    MT55V512V32FF-12
SJNHM    MT55V512V32PF-10
SJNHH    MT55V512V32PF-6
SJNHK    MT55V512V32PF-7.5
SKNMM    MT55V512V36FF-10
SKNMN    MT55V512V36FF-11
SKNMB    MT55V512V36FF-12
SJNMM    MT55V512V36PF-10
SJNMH    MT55V512V36PF-6
SJNMK    MT55V512V36PF-7.5
Z9WZV    MT57B512M16D1DS-125 XT ES:A
Z9WZW    MT57B512M64D4TP-125 XT ES:A
SRNFB    MT57V1MH18AF-3
SRNFD    MT57V1MH18AF-4
SRNFG    MT57V1MH18AF-5
SRNFH    MT57V1MH18AF-6
XRNFH    MT57V1MH18AF-6 ES
SRNFK    MT57V1MH18AF-7.5
SDNFB    MT57V1MH18EF-3
SDNFD    MT57V1MH18EF-4
SDNFG    MT57V1MH18EF-5
SDNFH    MT57V1MH18EF-6
SDNFK    MT57V1MH18EF-7.5
SRRPG    MT57V1MH36AF-5
SRRPH    MT57V1MH36AF-6
SDRPG    MT57V1MH36EF-5
SDRPH    MT57V1MH36EF-6
MDKPX    MT57V256H36PF-0 MS
XDKPC    MT57V256H36PF-3.3 ES
SDKPD    MT57V256H36PF-4
XDKPD    MT57V256H36PF-4 ES
SDKPG    MT57V256H36PF-5
XDKPG    MT57V256H36PF-5 ES
SDKPH    MT57V256H36PF-6
SDKPS    MT57V256H36PF-6 C
XDKPH    MT57V256H36PF-6 ES
SDKPK    MT57V256H36PF-7.5
SRRFG    MT57V2MH18AF-5
SRRFH    MT57V2MH18AF-6
SDRFG    MT57V2MH18EF-5
SDRFH    MT57V2MH18EF-6
SRNPG    MT57V512H36AF-5
SRNPH    MT57V512H36AF-6
XRNPH    MT57V512H36AF-6 ES
SRNPK    MT57V512H36AF-7.5
SDNPG    MT57V512H36EF-5
SDNPH    MT57V512H36EF-6
XDNPH    MT57V512H36EF-6 ES
SDNPK    MT57V512H36EF-7.5
SMPFB    MT57W1MH18BF-3
SMPFC    MT57W1MH18BF-3.3
SMPFD    MT57W1MH18BF-4
XMPFD    MT57W1MH18BF-4 ES
SMPFG    MT57W1MH18BF-5
XMPFG    MT57W1MH18BF-5 ES
SMPFH    MT57W1MH18BF-6
XMPFH    MT57W1MH18BF-6 ES
TMPFH    MT57W1MH18BF-6 IT
SMPFK    MT57W1MH18BF-7.5
XMPFK    MT57W1MH18BF-7.5 ES
SNPFB    MT57W1MH18CF-3
SNPFC    MT57W1MH18CF-3.3
SNPFD    MT57W1MH18CF-4
SNPFG    MT57W1MH18CF-5
SNPFH    MT57W1MH18CF-6
XNPFH    MT57W1MH18CF-6 ES
XNPFK    MT57W1MH18CF-7.5 ES
SLPFB    MT57W1MH18JF-3
SLPFC    MT57W1MH18JF-3.3
SLPFD    MT57W1MH18JF-4
XLPFD    MT57W1MH18JF-4 ES
SLPFY    MT57W1MH18JF-4 Y
XLPFY    MT57W1MH18JF-4 Y ES
SLPFG    MT57W1MH18JF-5
XLPFG    MT57W1MH18JF-5 ES
SLPFH    MT57W1MH18JF-6
XLPFH    MT57W1MH18JF-6 ES
SLPFK    MT57W1MH18JF-7.5
SMSPG    MT57W1MH36BF-5
SMSPH    MT57W1MH36BF-6
XMSPH    MT57W1MH36BF-6 ES
SNSPG    MT57W1MH36CF-5
XNSPG    MT57W1MH36CF-5 ES
SNSPH    MT57W1MH36CF-6
SLSPG    MT57W1MH36JF-5
SLSPH    MT57W1MH36JF-6
XMSFD    MT57W2MH18BF-4 ES
SMSFG    MT57W2MH18BF-5
SMSFH    MT57W2MH18BF-6
SNSFD    MT57W2MH18CF-4
XNSFD    MT57W2MH18CF-4 ES
SNSFG    MT57W2MH18CF-5
SNSFH    MT57W2MH18CF-6
SLSFG    MT57W2MH18JF-5
SLSFH    MT57W2MH18JF-6
SMPVB    MT57W2MH8BF-3
SMPVC    MT57W2MH8BF-3.3
SMPVD    MT57W2MH8BF-4
SMPVG    MT57W2MH8BF-5
SMPVH    MT57W2MH8BF-6
SMPVK    MT57W2MH8BF-7.5
SNPVB    MT57W2MH8CF-3
SNPVC    MT57W2MH8CF-3.3
SNPVD    MT57W2MH8CF-4
XNPVD    MT57W2MH8CF-4 ES
SNPVY    MT57W2MH8CF-4 Y
XNPVY    MT57W2MH8CF-4 Y ES
SNPVG    MT57W2MH8CF-5
SNPVH    MT57W2MH8CF-6
XNPVH    MT57W2MH8CF-6 ES
SLPVB    MT57W2MH8JF-3
SLPVC    MT57W2MH8JF-3.3
SLPVD    MT57W2MH8JF-4
SLPVG    MT57W2MH8JF-5
SLPVH    MT57W2MH8JF-6
SLPVK    MT57W2MH8JF-7.5
SMSVG    MT57W4MH8BF-5
SMSVH    MT57W4MH8BF-6
SNSVG    MT57W4MH8CF-5
SNSVH    MT57W4MH8CF-6
SLSVG    MT57W4MH8JF-5
SLSVH    MT57W4MH8JF-6
SMSWG    MT57W4MH9BF-5
SMSWH    MT57W4MH9BF-6
SNSWG    MT57W4MH9CF-5
SNSWH    MT57W4MH9CF-6
SLSWG    MT57W4MH9JF-5
SLSWH    MT57W4MH9JF-6
SMPPB    MT57W512H36BF-3
SMPPC    MT57W512H36BF-3.3
SMPPD    MT57W512H36BF-4
XMPPD    MT57W512H36BF-4 ES
SMPPG    MT57W512H36BF-5
XMPPG    MT57W512H36BF-5 ES
SMPPH    MT57W512H36BF-6
XMPPH    MT57W512H36BF-6 ES
SMPPK    MT57W512H36BF-7.5
XMPPK    MT57W512H36BF-7.5 ES
SMPPX    MT57W512H36BF-9.6
SNPPB    MT57W512H36CF-3
SNPPC    MT57W512H36CF-3.3
SNPPD    MT57W512H36CF-4
SNPPG    MT57W512H36CF-5
SNPPH    MT57W512H36CF-6
SNPPK    MT57W512H36CF-7.5
SLPPB    MT57W512H36JF-3
SLPPC    MT57W512H36JF-3.3
SLPPD    MT57W512H36JF-4
XLPPD    MT57W512H36JF-4 ES
SLPPG    MT57W512H36JF-5
SLPPH    MT57W512H36JF-6
XLPPH    MT57W512H36JF-6 ES
SLPPK    MT57W512H36JF-7.5
D9VRK    MT58K256M321JA-100:A
Z9VRM    MT58K256M321JA-110 ES:A
D9VRL    MT58K256M321JA-110:A
Z9VRP    MT58K256M321JA-120 ES:A
D9VRN    MT58K256M321JA-120:A
Z9TZP    MT58K256M32JA-0 MS:A
Z9TXT    MT58K256M32JA-100 ES:A
D9TXS    MT58K256M32JA-100:A
SGFGH    MT58L128L32D1F-6
TGFGK    MT58L128L32D1T-7.5 IT
SHFGM    MT58L128L32F1F-10
XHFGM    MT58L128L32F1F-10 ES
SHFGL    MT58L128L32F1F-8.5
XHFGL    MT58L128L32F1F-8.5 ES
SFFGM    MT58L128L32P1F-10
SFFGG    MT58L128L32P1F-5
SFFGH    MT58L128L32P1F-6
SFFGK    MT58L128L32P1F-7.5
SGFLH    MT58L128L36D1F-6
SGFLK    MT58L128L36D1F-7.5
XGFLK    MT58L128L36D1F-7.5 ES
SHFLM    MT58L128L36F1F-10
XHFLQ    MT58L128L36F1F-10 ES
SHFLJ    MT58L128L36F1F-6.8
XHFLJ    MT58L128L36F1F-6.8 ES
SHFLL    MT58L128L36F1F-8.5
XHFLL    MT58L128L36F1F-8.5 ES
SFFLM    MT58L128L36P1F-10
SFFLG    MT58L128L36P1F-5
XFFLG    MT58L128L36P1F-5 ES
SJFLH    MT58L128L36P1F-6
SFFLK    MT58L128L36P1F-7.5
XFFLK    MT58L128L36P1F-7.5 ES
SHFHK    MT58L128V32F1F-7.5
SFFLH    MT58L128V32P1B-6
SFFHM    MT58L128V32P1F-10
SFFHF    MT58L128V32P1F-4.4
SFFHG    MT58L128V32P1F-5
SFFHH    MT58L128V32P1F-6
SFFHK    MT58L128V32P1F-7.5
MFFH     MT58L128V32PF-MS
SFFMG    MT58L128V36P1F-5
XFFMG    MT58L128V36P1F-5 ES
SFFMH    MT58L128V36P1F-6
SGMDM    MT58L1MY18DF-10
SGMDH    MT58L1MY18DF-6
SGMDK    MT58L1MY18DF-7.5
SHMDM    MT58L1MY18FF-10
SHMDJ    MT58L1MY18FF-6.8
SHMDK    MT58L1MY18FF-7.5
XHMDK    MT58L1MY18FF-7.5 ES
SHMDL    MT58L1MY18FF-8.5
XHMDL    MT58L1MY18FF-8.5 ES
SFMDM    MT58L1MY18PF-10
XFMDM    MT58L1MY18PF-10 ES
SFMDG    MT58L1MY18PF-5
SFMDH    MT58L1MY18PF-6
SFMDK    MT58L1MY18PF-7.5
XFMDK    MT58L1MY18PF-7.5 ES
MFMB     MT58L1MY18PF-MS
SGQJM    MT58L1MY32DF-10
SGQJH    MT58L1MY32DF-6
SGQJK    MT58L1MY32DF-7.5
SHQJM    MT58L1MY32FF-10
SHQJJ    MT58L1MY32FF-6.8
SHQJK    MT58L1MY32FF-7.5
SHQJL    MT58L1MY32FF-8.5
SFQJM    MT58L1MY32PF-10
SFQJG    MT58L1MY32PF-5
SFQJH    MT58L1MY32PF-6
SFQJK    MT58L1MY32PF-7.5
SGQNM    MT58L1MY36DF-10
SGQNH    MT58L1MY36DF-6
SGQNK    MT58L1MY36DF-7.5
SHQNM    MT58L1MY36FF-10
SHQNJ    MT58L1MY36FF-6.8
SHQNK    MT58L1MY36FF-7.5
SHQNL    MT58L1MY36FF-8.5
SFQNM    MT58L1MY36PF-10
SFQNG    MT58L1MY36PF-5
SFQNH    MT58L1MY36PF-6
SFQNK    MT58L1MY36PF-7.5
SGFBK    MT58L256L18D1F-7.5
SHFBM    MT58L256L18F1F-10
SHFBL    MT58L256L18F1F-8.5
XHFBL    MT58L256L18F1F-8.5 ES
MHFB     MT58L256L18FF-MS
SGJGM    MT58L256L32DF-10
SGJGH    MT58L256L32DF-6
SGJGK    MT58L256L32DF-7.5
TGJGK    MT58L256L32DF-7.5 IT
SHJGM    MT58L256L32FF-10
XHJGM    MT58L256L32FF-10 ES
THJGM    MT58L256L32FF-10 IT
SHJGK    MT58L256L32FF-7.5
SHJGL    MT58L256L32FF-8.5
XHJGL    MT58L256L32FF-8.5 ES
SFJGM    MT58L256L32PF-10
TFJGM    MT58L256L32PF-10 IT
SFJGH    MT58L256L32PF-6
SFJGK    MT58L256L32PF-7.5
TFJGK    MT58L256L32PF-7.5 IT
SGJLM    MT58L256L36DF-10
SGJLH    MT58L256L36DF-6
SGJLK    MT58L256L36DF-7.5
SHJLM    MT58L256L36FF-10
SHJLK    MT58L256L36FF-7.5
XHJLK    MT58L256L36FF-7.5 ES
SHJLL    MT58L256L36FF-8.5
THJLL    MT58L256L36FF-8.5 IT
MFJLX    MT58L256L36PF-0 MS
SFJLM    MT58L256L36PF-10
XFJLM    MT58L256L36PF-10 ES
SFJLH    MT58L256L36PF-6
XFJLH    MT58L256L36PF-6 ES
SFJLK    MT58L256L36PF-7.5
XFJLK    MT58L256L36PF-7.5 ES
TFJLK    MT58L256L36PF-7.5 IT
MFJL     MT58L256L36PF-MS
SHJHM    MT58L256V32FF-10
